px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.88882	20.7886	4.80528	3.37671	0.463018	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	2.0852
8.67246	20.7095	4.78738	3.41136	0.479413	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.48169
8.40066	20.6249	4.8452	3.43863	0.481491	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	2.73643
8.1721	20.5446	4.84797	3.46817	0.491676	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.107561
7.93107	20.4645	4.86478	3.49126	0.48961	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.124736
7.71501	20.3779	4.86522	3.5252	0.512771	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.51248
7.41238	20.3197	4.96263	3.52719	0.484263	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.5487
7.18161	20.2227	4.96231	3.54973	0.479549	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.219046
6.91856	20.1406	5.00603	3.56128	0.464774	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.77022
6.69375	20.0487	4.99388	3.57732	0.452563	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.457169
6.44569	19.9581	5.01899	3.5899	0.440933	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.379587
6.22891	19.8642	5.00412	3.6074	0.437043	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.80973
5.96685	19.7715	5.04831	3.61439	0.419712	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.896497
5.74083	19.6248	5.08099	3.65496	0.455662	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	2.04025
5.55932	19.5026	5.03033	3.68307	0.462663	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	1.24458
5.3585	19.353	5.02554	3.71702	0.478021	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.73864
5.14322	19.252	5.01695	3.72643	0.462237	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	1.90769
4.94899	19.1403	4.96942	3.73482	0.434927	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.61859
4.78317	18.989	4.92695	3.7686	0.449424	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.712401
4.5757	18.8389	4.9527	3.79476	0.460549	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.47753
4.39633	18.7069	4.92319	3.81451	0.45763	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	1.11405
4.21176	18.5652	4.8899	3.82737	0.435982	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.37643
4.0838	18.4088	4.81985	3.8643	0.455008	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	2.1271
3.90231	18.2359	4.87479	3.90554	0.499208	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.13792
3.65106	18.0954	4.944	3.89923	0.461492	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.62046
3.48588	17.9446	4.89246	3.91079	0.43662	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.39673
3.26211	17.778	4.94436	3.91628	0.416463	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	1.16658
3.08466	17.5942	4.97975	3.94838	0.442737	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.41817
2.90388	17.4766	4.94542	3.94762	0.41746	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	6.1174
2.76352	17.2599	4.97649	4.00067	0.472205	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.20466
2.58876	17.0746	4.98826	4.01824	0.465017	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0833622
2.42358	16.9081	4.93915	4.02021	0.424602	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	2.06526
2.25876	16.7357	4.93333	4.03284	0.414876	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.510568
2.08449	16.5405	4.93354	4.03997	0.388213	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	5.01236
1.93072	16.3104	4.96548	4.06865	0.398119	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.27444
1.77241	16.1342	4.93285	4.07117	0.367911	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	1.06989
1.56819	15.9662	4.96231	4.06062	0.333807	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	1.75516
1.44306	15.7352	4.99963	4.10444	0.379645	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.06255
1.27141	15.5181	5.03817	4.11513	0.369285	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.860959
1.11515	15.3251	5.02965	4.12073	0.350486	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.968231
0.90543	15.1083	5.10091	4.11386	0.320829	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	2.5472
0.757239	14.9271	5.05339	4.11216	0.289047	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.41145
0.652484	14.7119	5.02658	4.14148	0.306657	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.461016
0.541842	14.4709	5.05802	4.17997	0.344499	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.78818
0.368744	14.2497	5.1009	4.18025	0.324153	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.932906
0.251046	13.9983	5.16531	4.21964	0.369143	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	3.25376
0.23156	13.7487	5.10209	4.2812	0.420367	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	3.55667
0.130443	13.5064	5.13502	4.31104	0.438997	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	1.05976
-0.0356427	13.2771	5.17992	4.3041	0.403795	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.54022
-0.153694	13.0582	5.14759	4.30755	0.375522	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.04589
-0.162844	12.8305	5.07267	4.36149	0.419309	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	3.26153
-0.282243	12.605	5.04551	4.35834	0.37937	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.5734
-0.401319	12.3693	5.06654	4.36271	0.361276	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.365531
-0.526662	12.1604	5.0387	4.35363	0.321883	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.82704
-0.60553	11.9401	5.0165	4.37045	0.323309	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.531423
-0.732434	11.7123	5.02007	4.36255	0.289319	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.80383
-0.925939	11.47	5.09322	4.33034	0.231739	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.13373
-1.03376	11.244	5.05416	4.32406	0.196322	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.90098
-1.20896	11.0174	5.09578	4.29795	0.153093	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.19921
-1.28736	10.7715	5.12228	4.32629	0.189898	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.34331
-1.41554	10.5185	5.16075	4.32416	0.175892	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.914569
-1.50072	10.2567	5.20083	4.34803	0.203176	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.50816
-1.6004	10.0457	5.17011	4.35019	0.194229	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	1.9279
-1.69023	9.81544	5.14752	4.35568	0.185325	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.498498
-1.76608	9.59423	5.11652	4.36762	0.188798	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.80297
-1.87375	9.34322	5.16098	4.37475	0.194178	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.56643
-1.95385	9.05227	5.21222	4.39238	0.202832	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.14144
-2.04162	8.82854	5.17056	4.39043	0.180003	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.79067
-2.13749	8.57677	5.18762	4.39383	0.173199	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.162014
-2.26447	8.3238	5.22308	4.38282	0.148599	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.86646
-2.31292	8.08907	5.18647	4.40357	0.164688	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.760517
-2.37863	7.87458	5.13351	4.4105	0.159849	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.48589
-2.49107	7.62389	5.16353	4.40356	0.142006	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.695364
-2.65485	7.38985	5.17249	4.36062	0.0645793	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.65886
-2.75833	7.1342	5.19731	4.35915	0.058892	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.358256
-2.8202	6.89873	5.18129	4.37856	0.0869693	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.65254
-2.86458	6.6884	5.1137	4.39525	0.101347	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.54894
-2.93264	6.46436	5.05822	4.39053	0.071936	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.14402
-2.98766	6.22706	5.03856	4.40372	0.0829424	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.418869
-3.10405	5.98056	5.07772	4.39425	0.0702154	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.29588
-3.1852	5.70778	5.11793	4.40026	0.0728691	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.63978
-3.29469	5.46099	5.12405	4.37986	0.0275228	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.22814
-3.3903	5.20065	5.15527	4.3784	0.0242749	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.576679
-3.45759	4.9545	5.15384	4.39187	0.0461332	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.249477
-3.57011	4.67873	5.21603	4.38552	0.0367785	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.17103
-3.67939	4.42672	5.22671	4.36554	-0.00695652	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.22365
-3.81073	4.15784	5.28794	4.35224	-0.0204395	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.65694
-3.89151	3.91667	5.27721	4.36306	0.00507813	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.17862
-3.96474	3.68255	5.24642	4.36757	0.00898074	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.633853
-4.0678	3.47493	5.19838	4.34861	-0.0283762	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.12864
-4.15898	3.23021	5.20001	4.34793	-0.02756	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.00906856
-4.27417	2.97691	5.22825	4.33276	-0.0543226	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.766898
-4.36329	2.70441	5.26354	4.33683	-0.0460343	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.34096
-4.45017	2.45462	5.2639	4.34228	-0.0313642	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.196704
-4.55408	2.19113	5.29634	4.34093	-0.0297709	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.690722
-4.66445	1.95931	5.28687	4.31544	-0.0850514	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.00199
-4.77905	1.68801	5.33598	4.31243	-0.0812764	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.63998
-4.90285	1.4398	5.35746	4.29492	-0.108638	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.572336
-4.96338	1.20327	5.31012	4.30195	-0.0980184	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.8592
-5.05976	0.98374	5.26602	4.29923	-0.0913831	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.09195
-5.12172	0.749129	5.22546	4.30589	-0.0816154	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.96762
-5.21447	0.458203	5.29722	4.31114	-0.0752207	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.24962
-5.28983	0.216505	5.27516	4.31509	-0.0679002	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.52356
-5.39934	-0.0193671	5.25911	4.31825	-0.043875	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	30.4021
-5.47079	-0.259377	5.23626	4.32406	-0.0360027	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.62706
-5.59193	-0.445461	5.17213	4.29993	-0.0700226	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.93079
-5.72929	-0.632476	5.12139	4.27466	-0.0981878	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.83139
-5.84421	-0.85907	5.13949	4.25308	-0.139877	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.39105
-5.9391	-1.12532	5.17905	4.26122	-0.119736	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.36208
-6.02729	-1.39161	5.21248	4.2711	-0.0998934	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.76858
-6.166	-1.59941	5.19001	4.25057	-0.11987	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.10316
-6.31	-1.83268	5.24433	4.21887	-0.177026	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.13669
-6.41558	-2.08127	5.25823	4.22116	-0.162666	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.501425
-6.56741	-2.28459	5.23182	4.19839	-0.179237	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.04969
-6.71689	-2.49396	5.21972	4.17805	-0.193921	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.465269
-6.87317	-2.70578	5.22253	4.15572	-0.212757	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.11325
-6.96473	-2.97358	5.25564	4.17405	-0.175032	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.53378
-7.09372	-3.19782	5.23976	4.17078	-0.163041	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.25587
-7.21851	-3.39457	5.19977	4.15835	-0.169927	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.3786
-7.36445	-3.64091	5.2352	4.15513	-0.161308	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.46608
-7.52429	-3.78253	5.15014	4.11662	-0.202541	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.83699
-7.66921	-3.9911	5.15317	4.10374	-0.20885	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.464726
-7.82315	-4.21874	5.17696	4.09653	-0.204043	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.499362
-7.97422	-4.43656	5.18332	4.08897	-0.199538	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.392644
-8.13491	-4.67367	5.22037	4.08451	-0.191542	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.23595
-8.27398	-4.8793	5.16551	4.08664	-0.16537	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.54779
-8.40621	-5.09889	5.16544	4.08849	-0.152535	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.289417
-8.5525	-5.26959	5.08833	4.0769	-0.149856	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.06584
-8.74382	-5.46719	5.1071	4.05374	-0.169321	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.69981
-8.90242	-5.6652	5.09438	4.04547	-0.166621	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.359199
-9.06009	-5.85184	5.08054	4.03335	-0.171645	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.165987
-9.19849	-6.01252	4.99631	4.02553	-0.164964	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	6.44974
-9.37953	-6.11649	4.91872	3.98159	-0.211184	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.11612
-9.5544	-6.29944	4.92272	3.96831	-0.213808	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.884953
-9.69448	-6.5075	4.93165	3.97624	-0.190265	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.480824
-9.9166	-6.66596	4.97439	3.93672	-0.231871	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	6.90375
-10.1204	-6.82832	4.98226	3.91051	-0.250024	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.614416
-10.3052	-6.98989	4.98983	3.89167	-0.259736	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.04423
-10.5343	-7.1674	5.03433	3.86636	-0.274262	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.49456
-10.7402	-7.30874	5.03443	3.838	-0.293646	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.91511
-10.9857	-7.46778	5.07666	3.80613	-0.314178	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.47951
-11.1752	-7.60799	5.03996	3.7891	-0.315612	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.26061
-11.3248	-7.76404	4.99895	3.79204	-0.293233	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.22483
-11.521	-7.89091	4.96869	3.77002	-0.302576	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.84368
-11.7024	-7.996	4.91844	3.74623	-0.314496	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.18461
-11.8973	-8.10906	4.85235	3.72332	-0.323461	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.97185
-12.1134	-8.19947	4.83326	3.68736	-0.348391	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.763239
-12.3386	-8.32652	4.89719	3.66736	-0.350229	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.60088
-12.5429	-8.40722	4.86086	3.636	-0.368176	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.90814
-12.7507	-8.49246	4.80271	3.60633	-0.3844	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.80154
-13.0269	-8.58052	4.85496	3.56355	-0.412024	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.95721
-13.2746	-8.67997	4.90593	3.5393	-0.413625	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.72887
-13.4965	-8.7267	4.87472	3.50027	-0.436997	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.90453
-13.7158	-8.76538	4.80213	3.45684	-0.469693	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.78586
-13.9404	-8.87777	4.81733	3.45224	-0.446178	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.921588
-14.1894	-8.96961	4.89233	3.44112	-0.424536	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.93037
-14.4112	-9.0826	4.89609	3.44188	-0.39771	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.694608
-14.6408	-9.15309	4.88096	3.42176	-0.399792	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.261604
-14.9253	-9.14983	4.91545	3.3615	-0.447659	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.95162
-15.1825	-9.22365	4.94784	3.34738	-0.435844	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.54939
-15.4445	-9.3406	4.99158	3.35377	-0.400588	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.40631
-15.6889	-9.36876	4.95289	3.31758	-0.428053	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.02565
-15.945	-9.45466	4.97829	3.31506	-0.404614	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.16777
-16.1973	-9.46263	4.96126	3.27504	-0.433496	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.2947
-16.4491	-9.45662	4.9625	3.23599	-0.454331	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.493625
-16.6697	-9.45403	4.91094	3.2019	-0.474098	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.18221
-16.9514	-9.44035	4.95468	3.16254	-0.491517	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.44425
-17.2025	-9.50115	4.97901	3.16954	-0.447128	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.9097
-17.4621	-9.52012	4.99348	3.15304	-0.439767	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.514077
-17.72	-9.50864	4.9904	3.12098	-0.456996	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.69834
-17.9746	-9.4765	4.99837	3.08683	-0.470143	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.184103
-18.2196	-9.4371	4.97896	3.0477	-0.49617	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.707009
-18.4238	-9.48297	4.91639	3.05743	-0.457361	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.37424
-18.6604	-9.47006	4.91792	3.04416	-0.44019	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.68898
-18.9085	-9.46253	4.91991	3.03068	-0.430105	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.271845
-19.1391	-9.42403	4.9142	3.00899	-0.425969	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.9555
-19.3838	-9.30498	4.9347	2.95007	-0.469586	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.97885
-19.618	-9.22743	4.91765	2.90758	-0.500987	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.12995
-19.8683	-9.10526	4.951	2.85517	-0.531943	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.27782
-20.1055	-9.00396	4.96343	2.81713	-0.543561	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.93566
-20.284	-9.1295	4.81688	2.87777	-0.4472	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	14.9918
-20.523	-9.0869	4.82363	2.86866	-0.427727	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.54282
-20.7437	-8.99223	4.8219	2.83498	-0.441966	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.710083
-20.9854	-8.91065	4.83593	2.80859	-0.449834	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.41562
-21.1824	-8.84229	4.79261	2.78961	-0.446975	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.40633
-21.4155	-8.75333	4.7989	2.76249	-0.457598	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.89312
-21.61	-8.72774	4.73196	2.76504	-0.430204	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.98419
-21.8024	-8.58077	4.70127	2.70017	-0.503325	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.63704
-22.0055	-8.50577	4.676	2.68596	-0.491454	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.3094
-22.2151	-8.39728	4.68879	2.66645	-0.476826	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.93904
-22.4446	-8.30217	4.70618	2.65142	-0.466354	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.14813
-22.6367	-8.18334	4.68678	2.61921	-0.483426	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.964893
-22.8691	-7.94928	4.79955	2.55317	-0.527496	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	5.58843
-23.06	-7.79823	4.78625	2.50474	-0.573466	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.53928
-23.2857	-7.62464	4.847	2.47089	-0.577203	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.17197
-23.4854	-7.4862	4.8603	2.46252	-0.536045	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.75601
-23.6521	-7.34115	4.83063	2.43566	-0.537204	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.675786
-23.8427	-7.18217	4.84432	2.41508	-0.523374	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.915834
-24.006	-7.08556	4.77052	2.40895	-0.50424	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.14985
-24.1734	-6.90324	4.77688	2.37028	-0.525721	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.95718
-24.3324	-6.6553	4.84012	2.31533	-0.554794	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.21153
-24.4996	-6.47879	4.83749	2.28255	-0.571716	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.47953
-24.6003	-6.33411	4.74634	2.2539	-0.575181	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.38039
-24.7412	-6.14437	4.74453	2.22266	-0.577742	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.31105
-24.9223	-5.94335	4.79121	2.20084	-0.568313	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.65971
-25.053	-5.7389	4.79547	2.17031	-0.566725	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.85771
-25.1862	-5.5658	4.76744	2.14957	-0.559621	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.365177
-25.3396	-5.38058	4.77528	2.14381	-0.518925	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.32495
-25.4825	-5.15892	4.81007	2.1174	-0.518153	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.605108
-25.6146	-4.9805	4.79013	2.11435	-0.474451	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.38119
